"Post ID",Survey,"Post Status","Created (UTC)","Updated (UTC)","Post Date (UTC)","Contact ID",Contact,"Data Source ID",Source,"Unstructured Description","Título de la necesidad",Descripción,"¿Dónde están las personas en necesidad?.lat","¿Dónde están las personas en necesidad?.lon","Dirección o referencias","Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación","Título de la iniciativa","Descripción detallada","Ubicación aproximada (si aplica).lat","Ubicación aproximada (si aplica).lon","Dirección o referencias","¿Es un ofrecimiento individual o de grupo?","Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación","Título del producto o servicio","Descripción del producto o servicio","Clasificación del Producto o Servicio","Nombre de Fantasía/Marca","Razón Social de la Iniciativa","Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación",Institución,"Título de la Iniciativa",Imagen,Descripción,"Ubicación aproximada.lat","Ubicación aproximada.lon","Categorías relacionadas","Teléfono de contacto",Email,Link,"Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación","Titulo de la necesidad",Descripción,"Teléfono de contacto","Correo electrónico de contacto","Ubicación aproximada.lat","Ubicación aproximada.lon",Dirección,"Categorías relacionadas:","Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación",Título,Descripción,"Organización y/o persona que reporta","Teléfono de contacto","Email de Contacto","Página web y/o link a las redes sociales",Dirección,Ubicación.lat,Ubicación.lon,Imagen,"Tareas realizadas y pendientes sobre este posteo","Identificador Externo","Notas de Importación","Categorías relacionadas","¿La necesidad es de quién reporta o de un tercero?","¿Es una necesidad colectiva o individual?","Nombre y apellidos (de quien reporta)","Contacto (de quien reporta)",Foto,Video,"Estado del pedido. ¿Se ha ya resuelto?",Fuente,"Link a la fuente","¿Existe algún otro punto en el mapa que se relacione a este?","Acuerdo de consentimiento","Categorías relacionadas",Sector,"Foto / Volante","Video (opcional)","(Oferente) Nombre de la organización o persona referente","(Oferente) Email","(Oferente) Teléfono","(Oferente) Web, Twitter, Grupo Whatsapp, Telegram, y otras redes","(Oferente) Información adicional de la organización o áreas en las que requiere apoyo",Fuente,"Link a la fuente","Conexiones o colaboraciones","Acuerdo de consentimiento","Inicio de vigencia de la iniciativa","Fin de vigencia de la iniciativa","ODS Relacionados","Persona de contacto","Telefono de contacto","Correo electrónico","Web y Redes Sociales","Flyer o Imagen (opcional)","Ubicación aproximada.lat","Ubicación aproximada.lon","Dirección o referencias","Categorías relacionadas","Medidas de protección contra el Covid19","¿A qué otros puntos del mapa podríamos conectar este producto o servicio?",Fuente,"Link a la fuente","Acuerdo de consentimiento","Inicio de vigencia de la iniciativa","Fin de vigencia de la iniciativa","ODS Relacionados","Persona a cargo","Acuerdo de Consentimiento","Inicio de vigencia de la iniciativa","Fin de vigencia de la iniciativa","ODS Relacionados","¿Está la necesidad resuelta?","Nombre de la persona o institución que reporta","Link o información adicional","Acuerdo de Consentimiento",Video,"Categorías relacionadas","Acuerdo de consentimiento","Inicio de vigencia de la iniciativa","Fin de vigencia de la iniciativa","ODS Relacionados"
736,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:15","2020-07-16 20:29:14","2020-07-09 23:16:15",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR SAN MIGUEL","Puntos de higiene:1 - Alcance: 205 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.254159,-57.595174,"ASUNCION - VIRGEN DE FATIMA - CERRITO SAN MIGUEL","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 598",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 3: Salud y bienestar,ODS 2: Hambre cero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:14","2020-07-16 20:29:31","2020-07-09 23:16:14",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR CAPILLA SAN FRANCISCO","Puntos de higiene:1 - Alcance: 250 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.232224,-57.575497,"ASUNCION - ZEBALLOS CUE - SAN FRANCISCO","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 596",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:14","2020-07-16 20:29:45","2020-07-09 23:16:14",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR CV VY'A RENDA","Puntos de higiene:1 - Alcance: 140 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.254538,-57.597635,"ASUNCION - VIRGEN DE FATIMA - CERRITO SAN MIGUEL","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 597",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:12","2020-07-16 20:30:19","2020-07-09 23:16:12",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR  COMISION VECINAL SAN FRANCISCO","Puntos de higiene:1 - Alcance: 140 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.232222,-57.575278,"ASUNCION - ZEBALLOS CUE - SAN FRANCISCO","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 593",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 3: Salud y bienestar,ODS 4: Educación de calidad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:12","2020-07-16 20:30:35","2020-07-09 23:16:12",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR LAS DOÑAS","Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.230192,-57.576626,"ASUNCION - ZEBALLOS CUE - SAN FRANCISCO","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 594",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:11","2020-07-16 20:30:50","2020-07-09 23:16:11",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR RC4 - INDIGENA","Puntos de higiene:1 - Alcance: 180 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.237928,-57.553382,"ASUNCION - ZEBALLOS CUE - SAN PEDRO","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 591",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:11","2020-07-16 20:31:13","2020-07-09 23:16:11",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR CAPILLA SAN PEDRO","Puntos de higiene:1 - Alcance: 300 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.238495,-57.556366,"ASUNCION - ZEBALLOS CUE - SAN PEDRO","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 592",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 3: Salud y bienestar,ODS 2: Hambre cero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:10","2020-07-16 20:31:38","2020-07-09 23:16:10",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR PECECITO","Puntos de higiene:1 - Alcance: 350 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.230186,-57.578357,"ASUNCION - ZEBALLOS CUE - SAN FRANCISCO","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 590",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 3: Salud y bienestar,ODS 2: Hambre cero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:09","2020-07-16 20:32:59","2020-07-09 23:16:09",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL LA UNION","Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.231396,-57.56487,"ASUNCION - ZEBALLOS CUE - LAS COLINAS","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 588",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:09","2020-07-16 20:33:19","2020-07-09 23:16:09",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR CAPILLA INMACULADA","Puntos de higiene:1 - Alcance: 350 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.231022,-57.560204,"ASUNCION - ZEBALLOS CUE - LAS COLINAS","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 589",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:08","2020-07-16 20:33:37","2020-07-09 23:16:08",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR IGLESIA SAGRADA FAMILIA","Puntos de higiene:1 - Alcance: 350 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.262217,-57.594918,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 586",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:08","2020-07-16 20:34:27","2020-07-09 23:16:08",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR ÑA VIRINA","Puntos de higiene:1 - Alcance: 80 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.235187,-57.557303,"ASUNCION - ZEBALLOS CUE - LAS COLINAS","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 587",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:07","2020-07-16 20:36:10","2020-07-09 23:16:07",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL YVERA","Puntos de higiene:1 - Alcance: 230 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.252033,-57.603396,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 583",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:07","2020-07-16 20:38:41","2020-07-09 23:16:07",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL SAN MIGUEL II","Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.257511,-57.600975,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 585",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:06","2020-07-16 20:39:15","2020-07-09 23:16:06",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL SAN PEDRO II","Puntos de higiene:1 - Alcance: 170 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.249803,-57.602717,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 582",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:05","2020-07-16 20:39:32","2020-07-09 23:16:05",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL LA ESPERANZA","Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.255914,-57.602765,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 580",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:04","2020-07-16 20:40:29","2020-07-09 23:16:04",,,,,,,,,,,,,,"RED - HPHPY - ESCUELA N°6039 PRIV. SUB SANTA CRUZ - ENTREGAN KITS DE ALIMENTOS CADA 10 O 15 DIAS","Puntos de higiene:1 - Alcance: 334 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.268478,-57.605456,"ASUNCION - TABLADA - SANTA CRUZ","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 577",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:04","2020-07-16 20:41:10","2020-07-09 23:16:04",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL SAN VICENTE","Puntos de higiene:1 - Alcance: 350 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.254227,-57.600351,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 578",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:03","2020-07-16 20:41:55","2020-07-09 23:16:03",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL SANTA LUCIA","Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.25744,-57.597755,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 574",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:03","2020-07-16 20:42:06","2020-07-09 23:16:03",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL CADETE INSFRAN","Puntos de higiene:1 - Alcance: 230 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.257677,-57.59825,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 575",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:03","2020-07-16 20:42:16","2020-07-09 23:16:03",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL ESPIRITU SANTO","Puntos de higiene:1 - Alcance: 340 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.255571,-57.59983,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 576",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:02","2020-07-16 20:42:59","2020-07-09 23:16:02",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL FE Y ALEGRIA","Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.261347,-57.595864,"ASUNCION - TABLADA - BLANCO CUE","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 573",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:01","2020-07-16 20:44:08","2020-07-09 23:16:01",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR JESUS MISERICORDIOSO","Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.265749,-57.60799,"ASUNCION - BANCO SAN MIGUEL - SAN AGUSTIN","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 567",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:00","2020-07-16 20:50:51","2020-07-09 23:16:00",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR SAN MIGUEL GUERRERO II","Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.261689,-57.634745,"ASUNCION - BANCO SAN MIGUEL - SAN MIGUEL GUERRERO","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 561",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:16:00","2020-07-16 20:53:13","2020-07-09 23:16:00",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR COMISION VECINAL CAACUPEMI","Puntos de higiene:1 - Alcance: 100 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.258487,-57.613074,"ASUNCION - BANCO SAN MIGUEL - SAN MIGUEL GUERRERO","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 563",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:15:59","2020-07-16 20:54:21","2020-07-09 23:15:59",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR MBOCAYATY","Puntos de higiene:1 - Alcance: 130 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.262935,-57.601449,"ASUNCION - TABLADA - LA CANDELARIA","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 553",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,"Ofrecimientos de ayuda y otras iniciativas ciudadanas",published,"2020-07-09 23:15:59","2020-07-16 21:02:20","2020-07-09 23:15:59",,,,,,,,,,,,,,"RED - HPHPY - OLLA POPULAR SANDER","Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.",-25.263885,-57.602729,"ASUNCION - TABLADA - LA CANDELARIA","Somos una organización o grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red de apoyo a asentamientos",,"Olga Caballero (TECHO) | 0981 256 677
Melissa Cartasso (Hábitat)  | 0984 943 555",,,"Reporte ciudadano",,,,2020-07-16,2020-07-16,"ODS 2: Hambre cero,ODS 3: Salud y bienestar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
