"Post ID",Survey,"Post Status","Created (UTC)","Updated (UTC)","Post Date (UTC)","Contact ID",Contact,"Data Source ID",Source,"Unstructured Description",Título,Descripción,"Categorías relacionadas","Forma de contacto con el centro"
635,"Servicio público disponible",published,"2020-03-22 10:12:17","2020-03-22 10:14:43","2020-03-22 10:11:19",,,,,,"CAP Sant Miquel","Centre d'Atenció Primària de Salut","Atención/Cuidados,Salud,Ayuda Psicológica",061
641,"Servicio público disponible",published,"2020-03-22 10:24:40","2020-03-22 10:24:53","2020-03-22 10:19:49",,,,,,"Huerta del Chorrillo. Productores de verduras y hortalizas. Servicio a domicilio","Productores de verduras y hortalizas 
Servimos a domicilio y además de nuestros productos podemos llevar ,legumbres  ,fruta y aprovechando recursos lo de otros productores.
huertadelchorrillo.com","Comercio de Proximidad",huertadelchorrillo@gmail.com.
668,"Servicio público disponible",published,"2020-03-22 11:38:16","2020-03-22 11:41:36","2020-03-22 11:35:50",,,,,,"CAP de Llavorsí","Consultori mèdic de Llavorsí",Salud,"973 622 152"
669,"Servicio público disponible",published,"2020-03-22 11:39:45","2020-03-22 11:42:09","2020-03-22 11:38:27",,,,,,"CAP de Sort","Consultòri mèdic de Sort",Salud,"973 621 465"
670,"Servicio público disponible",published,"2020-03-22 11:42:04","2020-03-22 11:42:39","2020-03-22 11:39:54",,,,,,"CAP d'Esterri d'Àneu","Consultori mèdic d'Esterri d'Àneu",Salud,"973 626 060"
672,"Servicio público disponible",published,"2020-03-22 11:43:05","2020-03-22 11:44:29","2020-03-22 11:05:28",,,,,,"Plan Social Municipal de Utebo: #UteboEnRedSinVirus","Es un plan en red entre el Centro de Salud, los Servicios Sociales, la Parroquia, las asociaciones de carácter social y las redes para trabajar conjuntamente en el municipio en la detección de necesidades, gestión de ayudas, coordinación de voluntariado, acciones on line de apoyo a la ciudadanía, etc. Se pued","Alimentación,Atención/Cuidados,Acompañamiento en la calle,Acogida,Salud,Ayuda Psicológica,Comercio de Proximidad","rmagallon@ayto.utebo.es;   atencionciudadana@ayto-utebo.es; 654117493"
673,"Servicio público disponible",published,"2020-03-22 11:44:17","2020-03-22 12:42:58","2020-03-22 11:42:36",,,,,,"Hospital de Tremp","Hospital comarcal del Pallars Jussà i Sobirà",Salud,"973 652 255"
675,"Servicio público disponible",published,"2020-03-22 11:45:58","2020-03-22 12:29:22","2020-03-22 11:44:28",,,,,,"Hospital de Vielha","Hospital de la Val d'Aran",Salud,"973 640 004"
676,"Servicio público disponible",published,"2020-03-22 11:47:23","2020-03-22 12:29:31","2020-03-22 11:46:18",,,,,,"Hospital Seu d'Urgell","Hospital de l'Alt Urgell",Salud,"973 350 050"
694,"Servicio público disponible",published,"2020-03-22 12:31:37","2020-03-22 12:36:06","2020-03-22 12:39:59",,,,,,"Cooperativa de Consumo Ecológico Bico de Grao","Está aberta de lunes a venres, de 11:00 a 14:00 e de 17:00 a 20:00. Tenda de produtos ecolóxicos a granel + 1 espazo de xestión comunitaria de servizos.","Alimentación,Higiene,Comercio de Proximidad","982 80 79 35"
695,"Servicio público disponible",published,"2020-03-22 12:35:16","2020-03-22 12:37:04","2020-03-22 12:44:18",,,,,,"Librería Abrente","A tenda física está pechada, pero vende pola súa web: http://libreriaabrente.es/","Comercio de Proximidad","986 321 218"
696,"Servicio público disponible",published,"2020-03-22 12:37:27","2020-03-22 12:38:25","2020-03-22 12:47:35",,,,,,"Librería Domapa","Abre en horario de mañá de 9:00 a 13:30 para vender prensa. Correo de contacto: libreriadomapa@hotmail.es","Comercio de Proximidad","986 206 914"
699,"Servicio público disponible",published,"2020-03-22 12:39:59","2020-03-22 12:42:16","2020-03-22 12:50:04",,,,,,"Librería Miranda","Esta libraría está aberta en horario de 8:30 a 13:30 e de 16:30 a 18:30. Tamén vende por internet: pedidos@libreriamiranda.gal
Páxina web: https://www.libreriamiranda.gal/es/index.php","Comercio de Proximidad",986320504
700,"Servicio público disponible",published,"2020-03-22 12:43:00","2020-03-22 12:44:10","2020-03-22 12:52:20",,,,,,"Librería Suevia","Esta libraría está pechada, pero acepta pedidos a través de:
- Correo electrónico: livros.gz@gmail.com
- Facebook: https://www.facebook.com/SueviaLivraria/
- A través da súa páxina web: http://www.librariasuevia.com/?fbclid=IwAR3eESkGPAbXxtTKCHgapAO1jxTFW9Wyw8T879IIocK2DUL0q397q99UYmM","Comercio de Proximidad","690 22 83 91"
702,"Servicio público disponible",published,"2020-03-22 12:46:45","2020-03-22 13:05:29","2020-03-22 12:55:31",,,,,,"Cooperativa Milhulloa","Cooperativa dedicada á venda de plantas medicinais e hortalizas. Acepta pedidos e mándaos por mensaxería.
- Páxina web: http://www.milhulloa.es/index.php/gl-es/","Alimentación,Salud,Comercio de Proximidad","620 783 682 / 646 569 126"
703,"Servicio público disponible",published,"2020-03-22 12:49:57","2020-03-22 13:00:53","2020-03-22 12:59:26",,,,,,"Comercio Organics","Este espazo de alimentación alternativa está aberto actualmente no seu horario habitual. Alimentación, bebidas, complementos alimenticios, dietas especiales, cosmética natural, herbolistería, mundo bebé, productos japoneses, higiene personal. Correo:","Alimentación,Higiene,Salud,Comercio de Proximidad","685 34 91 82; organics16@yahoo.com"
705,"Servicio público disponible",published,"2020-03-22 12:53:11","2020-03-22 13:05:15","2020-03-22 13:03:03",,,,,,"Cooperativa de consumo Panxea","Aberta no horario habitual. É unha cooperativa de consumo sen ánimo de lucro, que ten por obxectivo principal difundir e promover o Comercio Xusto asi como a agricultura ecolóxica en Galiza.

Correo: panxea@panxea.org","Alimentación,Comercio de Proximidad","981 93 72 38"
708,"Servicio público disponible",published,"2020-03-22 12:57:21","2020-03-22 13:02:03","2020-03-22 13:05:46",,,,,,"Comercio Urbanic","esta tenda de alimentación ecolóxica está aberta no seu horario habitual. Tienda orgánica, alimentación ecológica, productos a granel y km0, herbolario, hogar & cosmética ecológica.","Alimentación,Higiene,Salud,Comercio de Proximidad","886 12 36 58; Correo: info@urbanicshop.com"
714,"Servicio público disponible",published,"2020-03-22 13:14:59","2020-03-22 13:16:13","2020-03-22 13:24:54",,,,,,"Cooperativa Catro Ventos","Catro Ventos Editora adoptamos as medidas necesarias para manter a saúde de todas as socias traballadoras. Coñecemos a fórmula do teletraballo e estamos a aplicala por razóns de hixiene e seguridade das socias e das nosas familias. As nosas liñas de contacto seguen abertas coa flexibilidade derivada da conciliación. Estamos traballando pero con cabeciña.

Mantemos aberto o noso catálogo online: catroventos.gal, onde é posible adquirir os nosos títulos. Mantemos os pedidos e envíos limitando e controlando ao máximo a loxística para respectar a nosa saúde e a das persoas que fan posible que vos cheguen as nosas obras.
 
Correo de contacto: comunicacion@catroventos.gal
Web: https://catroventos.gal/","Comercio de Proximidad","699 236 846"
718,"Servicio público disponible",published,"2020-03-22 13:33:35","2020-03-22 13:36:44","2020-03-22 13:31:17",,,,,,Paseador,"Me ofrezco a pasear a vuestros perros","Atención/Cuidados,Acompañamiento en la calle,Otros",lolamillan100@gmail.com
737,"Servicio público disponible",published,"2020-03-22 14:38:49","2020-03-22 14:48:49","2020-03-22 14:34:00",,,,,,"Red de apoyo voluntario","Bolondres babes sarean izena eman!
Udala Babes Zibilarekin eta Gurutze Gorriarekin batu da gaur laguntza sarea kudeatzeko. 
Parte hartu nahi duzu? Deitu 625 25 81 39 zenbakira

 ¡Inscríbete a la red de apoyo voluntario!
El Ayuntamiento se ha reunido hoy con Protección Civil y Cruz Roja para gestionar la red de ayuda. 
¿Quieres colaborar? Llama al número 625 25 81 39",,"¿Quieres colaborar? Llama al número 625 25 81 39"
740,"Servicio público disponible",published,"2020-03-22 14:44:44","2020-03-22 14:49:44","2020-03-22 14:42:30",,,,,,"Sort: Comerços amb venda a domicili","Consulta els comerços, horaris i condicions a https://ja.cat/comprasobira","Alimentación,Higiene,Salud,Otros,Comercio de Proximidad",https://ja.cat/comprasobira
742,"Servicio público disponible",published,"2020-03-22 14:46:26","2020-03-22 15:20:34","2020-03-22 14:45:28",,,,,,"Esterri d'Àneu: Comerços amb venda a domicili","Consulta els comerços, horaris i condicions a https://ja.cat/comprasobira","Alimentación,Higiene,Salud,Otros,Comercio de Proximidad",covid19@pallarssobira.cat
744,"Servicio público disponible",published,"2020-03-22 14:48:27","2020-03-22 15:21:38","2020-03-22 14:47:26",,,,,,"Alins: Comerços amb venda a domicili","Consulta els comerços, horaris i condicions a https://ja.cat/comprasobira","Alimentación,Comercio de Proximidad",covid19@pallarssobira.cat
745,"Servicio público disponible",published,"2020-03-22 14:50:09","2020-03-22 15:22:09","2020-03-22 14:49:22",,,,,,"Espot: Comerços amb venda a domicili","Consulta els comerços, horaris i condicions a https://ja.cat/comprasobira","Alimentación,Comercio de Proximidad",covid19@pallarssobira.cat
746,"Servicio público disponible",published,"2020-03-22 14:51:44","2020-03-22 15:25:48","2020-03-22 14:50:25",,,,,,"Vall de Cardós: Comerços amb venda a domicili","Consulta els comerços, horaris i condicions a https://ja.cat/comprasobira","Alimentación,Higiene,Comercio de Proximidad",covid19@pallarssobira.cat
762,"Servicio público disponible",published,"2020-03-22 15:33:28","2020-03-22 15:36:57","2020-03-22 15:30:32",,,,,,"Asesoría laboral online COVID-19","Ofrecemos asesoramiento jurídico sobre las repercusiones de la crisis del COVID19: Despidos, ertes, derechos y obligaciones, prestaciones, ...",Otros,cordoba@cnt.es
763,"Servicio público disponible",published,"2020-03-22 15:33:52","2020-03-22 15:35:11","2020-03-22 15:32:15",,,,,,GastroAplauSOS,"Iniciativa para que restaurantes lleven  cena a los centros sanitarios
https://actua.frenalacurva.net/t/gastroaplausos-servicio-de-gastronomia-para-los-sanitarios/1549",Alimentación,gastroaplausos@gmail.com
772,"Servicio público disponible",published,"2020-03-22 16:08:04","2020-03-22 16:21:06","2020-03-22 16:16:33",,,,,,"Comercio EcoEko","Venta online disponible: https://ecoeko.es/tienda/
Tienda de cosmética ecológica, sin químicos. Abierta en horario habitual. Venta de champús y geles de ducha. Utiliza ingredientes de origen vegetal y de producción nacional, sin derivados del petróleo ni aceites minerales (petrolatum, siliconas, vaselina, parafinas, etc).","Higiene,Salud,Comercio de Proximidad","910 062 876"
779,"Servicio público disponible",archived,"2020-03-22 16:38:27","2020-03-22 16:43:43","2020-03-22 16:36:31",,,,,,"Ayuda para compra, sacar basura","Ayudar a personas mayores o con movilidad reducida para hacer la compra, sacar la basura,...",,
793,"Servicio público disponible",published,"2020-03-22 17:18:16","2020-03-22 17:29:15","2020-03-22 17:11:13",,,,,,"Fabricar mascarillas con impresora 3D","Te facilitamos los documentos y archivos para que puedas empezar a imprimir:","Maker (Impresión 3D / Mascarillas)",https://fiixit.es/ayudasanitarios/
870,"Servicio público disponible",published,"2020-03-22 21:20:59","2020-03-22 21:56:06","2020-03-22 21:06:23",,,,,,"BUSCAN PERSONAL SANITARIO PARA TRABAJAR HOSPITAL SANITAS","Buscan personal sanitario para trabajar en Hospital  de Sanitas 
Escribid a Victoria por mail ,asunto ""Colaboración Sanitas"" para los Hospitales de La Zarzuela Hospital la Moraleja y Hospital Virgen del Mar","Atención/Cuidados,Otros",victoriagonzalez@sanitas.es
888,"Servicio público disponible",archived,"2020-03-22 22:33:03","2020-03-23 08:24:42","2020-03-22 22:17:57",,,,,,"SANI.DA Productos de Bienestar","Productos de aseo personal, marcas conocidas y marcas de productos naturales. Disponibilidad de atención de 10am a 3pm. Entrega a delivery dentro de las 12 hrs. Nos interesa tu bienestar físico!","Higiene,Salud,Otros,Comercio de Proximidad","Podemos coordinar por nuestro número de contacto 51 994 092 374 o por messenger https://www.facebook.com/Sanidaperu"
921,"Servicio público disponible",published,"2020-03-22 23:16:11","2020-03-23 09:28:39","2020-03-22 23:13:18",,,,,,"PIDE UN MENSAJERO","Recados y entregas en 1 hora en A Coruña + Mensajería nacional.","Otros,Comercio de Proximidad",981265121
924,"Servicio público disponible",archived,"2020-03-22 23:18:40","2020-03-23 08:24:52","2020-03-22 23:02:46",,,,,,"NOSSA Frutos y Experiencias con Café","Comercializamos café de especialidad de las regiones de Cajamarca, Amazonas y Cusco. Disponibilidad de atención de 7am a 4pm. Entrega Delivery dentro de las 12 horas. Experiencias con café peruano!
Disponibilidad de atención de 11am a 3pm. Entrega Delivery dentro de las 24hrs. 

Entre el 26 al 30 de Marzo de 2020 entregaremos 01 Café de 100 gramos sin costo alguno, a las 100 primeras personas que se comuniquen con nosotros vía whatsapp o messenger. Válido solo en la ciudad de Lima Metropolitana.","Alimentación,Otros,Comercio de Proximidad","La coordinación se puede hacer vía whatsapp al 51 943 883 786 y/o al messenger https://www.facebook.com/nossa.peru"
940,"Servicio público disponible",archived,"2020-03-22 23:41:55","2020-03-23 09:27:53","2020-03-22 23:39:35",,,,,,Maqullaje,"Cursos en Badalona y Barcelona",,
947,"Servicio público disponible",published,"2020-03-22 23:47:57","2020-03-23 09:26:22","2020-03-22 23:45:18",,,,,,"Tienda alimentación, posible reparto a domicilio para quien lo necesite de verdad","Horario temporal de 9-15 www.sujamon.com",Alimentación,910582808
949,"Servicio público disponible",archived,"2020-03-22 23:48:10","2020-03-23 08:25:09","2020-03-22 23:21:00",,,,,,"GAMA PERUVIAN","GAMA PERUVIAN crea diseños(dibujo y/o frase) que expresen tus ideas para tenerlo en cualquier producto de nuestro catálogo, sea para regalo o para entregar ha los colaboradores de tu empresa.
Crear con-ciencia es nuestra actitud!

Disponibilidad de atención de 7am a 4pm. Entrega Delivery dentro de las 12 horas.","Otros,Comercio de Proximidad","La coordinación se puede hacer vía whatsapp al 51 929 165 844 y/o al messenger https://www.facebook.com/gama.peruvian"
971,"Servicio público disponible",archived,"2020-03-23 00:40:59","2020-03-23 08:16:44","2020-03-23 00:38:15",,,,,,"Óptica Arango.","Atendemos Sólo emergencias. Pilas de audífonos, lentes de contacto, líquido de lentillas. Reposición de cristales sobre graduación anterior. Hacemos envíos gratis a partir de 40€","Salud,Comercio de Proximidad",985476702
1001,"Servicio público disponible",published,"2020-03-23 03:43:28","2020-03-23 04:02:10","2020-03-23 03:41:33",,,,,,"ULTRAMARINOS CON ENTREGA A DOMICILIO","Ultramarinos con venta a domicilio por encargo para personas mayores que lo necesiten. Tenemos todo tipo de chacina, café, batidos, aceite, casi todo tipo de artículos de alimentación.",Alimentación,Alexromo13malaga@gmail.com
1021,"Servicio público disponible",published,"2020-03-23 07:16:18","2020-03-23 07:16:41","2020-03-23 06:55:00",,,,,,"Huesca ayuda","Formulario de peticiones y ofrecimientos de ayuda del Ayuntamiento de Huesca, en colaboración con Cruz Blanca, Cruz Roja y Cáritas. https://huescaayuda.es/","Alimentación,Higiene,Atención/Cuidados,Acompañamiento en la calle,Acogida,Salud,Ayuda Psicológica,Otros",https://huescaayuda.es/
1025,"Servicio público disponible",published,"2020-03-23 07:45:44","2020-03-23 08:15:46","2020-03-23 07:44:16",,,,,,"Mercado de la Guindalera","Comercios de frutas, verduras, carne, pescado y productos de primera necesidad.","Alimentación,Comercio de Proximidad",mercadodelaguindalera@hotmail.com
1035,"Servicio público disponible",published,"2020-03-23 08:33:11","2020-03-23 08:35:53","2020-03-23 08:25:58",,,,,,"Servicio de asistencia a mayores y dependientes","Ayuntamiento de Monzón y la Comarca de Cinca Medio conjuntamente con Cruz Roja, Protección Civil y Cáritas. Servicio de asistencia a personas mayores y a dependientes para comprarles fármacos o alimentos y llevárselos a su casa. La finalidad es que este colectivo vulnerable al COVID-19 evite abandonar sus hogares. Monzón, Selgua y Conchel",Atención/Cuidados,"Comarca de Cinca Medio 974 40 35 93"
1054,"Servicio público disponible",published,"2020-03-23 09:30:46","2020-03-23 09:32:09","2020-03-23 09:27:23",,,,,,"Listado de perfiles oficiales de Salud Pública-Coronavirus por comunidades autónomas","Es indispensable evitar los bulos y consultar las fuentes oficiales de salud pública. Se ha abierto una suscripción para estar al día de la situación por comunidades autónomas. https://actua.frenalacurva.net/t/lista-de-perfiles-oficiales-de-salud-publica-coronavirus-por-ccaa-suscripcion/2518",Salud,https://twitter.com/i/lists/1238073490173046784?s=20
1064,"Servicio público disponible",archived,"2020-03-23 09:45:07","2020-03-23 10:07:49","2020-03-23 09:44:10",,,,,,Hospedaje,"Dormir en fin de semana",Acogida,
1077,"Servicio público disponible",published,"2020-03-23 10:18:18","2020-03-23 10:21:46","2020-03-23 10:09:28",,,,,,"Comercio de proximidad con pedidos por teléfono o whatsapp y recogida en el local","El Encanto del Barrio es una tienda de alimentación tradicional (frutería, conservas, refrigerados, pan, etc.) ubicada en el barrio del Perpetuo Socorro (C/ Valencia 6), han habilitado un WhatsApp 649596014 para la realización de pedidos, que se preparan y se recogen posteriormente en su local minimizando el tiempo de estancia en el establecimiento. También atienden a través del teléfono 974223313. Los pagos preferentemente mediante tarjeta para minimizar contactos","Alimentación,Comercio de Proximidad","649596014 y 974223313"
1093,"Servicio público disponible",archived,"2020-03-23 10:43:38","2020-03-23 10:46:35","2020-03-23 10:41:22",,,,,,"Asesoramiento laboral gratuito","Ofrezco asesoramiento laboral gratuito a trabajador@s que se estén encontrando afectados por toda esta situación: ggmonica@hotmail.com",Otros,ggmonica@hotmail.com
1141,"Servicio público disponible",published,"2020-03-23 12:54:46","2020-03-23 13:41:56","2020-03-23 12:45:14",,,,,,"Fundación Banco de Alimentos de Alicante","Banco de Alimentos de la Provincia de Alicante. www.facebook.com/bancodealicamentosdealicante/",Alimentación,"bancodealimentosdealicante@gmail.com  965 114 900/650 375 941"
1143,"Servicio público disponible",published,"2020-03-23 12:59:59","2020-03-23 15:36:30","2020-03-23 12:45:45",,,,,,"Banco de Alimentos de la provincia de A Coruña",http://www.balrial.org/,Alimentación,"981 271 567 - 698 145 849 - balrial@balrial.org"""
1144,"Servicio público disponible",published,"2020-03-23 13:02:41","2020-03-23 13:41:47","2020-03-23 12:57:13",,,,,,"Banco de Alimentos de Castellón","Banco de Alimentos de la provincia de Castellón. www.bancoalimentoscastellon.com",Alimentación,"bancoalimentoscastellon@gmail.com  964 212 519"
1149,"Servicio público disponible",published,"2020-03-23 13:11:46","2020-03-23 13:39:44","2020-03-23 13:07:05",,,,,,"Banco de Alimentos de la provincia de Valladolid","Banco de Alimentos de la provincia de Valladolid
www.bancodealimentosdevalladolid.es",Alimentación,"983 275 300; info@bancodealimentosdevalladolid.es"
1150,"Servicio público disponible",published,"2020-03-23 13:11:52","2020-03-23 13:39:31","2020-03-23 13:03:16",,,,,,"Banco de Alimentos de Valencia","Banco de Alimentos de la provincia de Valencia. www.bancodealimentosdevalencia.org",Alimentación,"bancoalimval@hotmail.com   962 760 128 / 651 463 935"
1152,"Servicio público disponible",published,"2020-03-23 13:14:20","2020-03-23 13:39:20","2020-03-23 13:12:12",,,,,,"Banco de Alimentos de la provincia de Soria","Banco de Alimentos de la provincia de Soria
www.bancodealimentosdesoria.org",Alimentación,"975 100 020 ;662 188 444; balso.soria@yahoo.es"
1153,"Servicio público disponible",published,"2020-03-23 13:16:03","2020-03-23 13:39:18","2020-03-23 13:12:25",,,,,,"Banco de Alimentos de Mallorca","Banco de Alimentos de las islas de Mallorca y Menorca.  www.bancodealimentosdemallorca.org",Alimentación,"bamallorca@gmail.com  971 408 100  / 654 834 389"
1155,"Servicio público disponible",published,"2020-03-23 13:18:06","2020-03-23 13:39:12","2020-03-23 13:14:58",,,,,,"Banco de Alimentos de Cadiz","Banco de Alimentos que cubre parte de la provincia de Cádiz
www.bancoalimentoscadiz.org",Alimentación,"956 205 151 / 673 823 245 presidencia@bancoalimentoscadiz.org"
1158,"Servicio público disponible",published,"2020-03-23 13:22:18","2020-03-23 13:38:41","2020-03-23 13:16:37",,,,,,"Fundación Banco de Alimentos de Madrid","Banco de Alimentos de la provincia de Madrid 
 www.bamadrid.org",Alimentación,"administracion@bamadrid.org  917 346 383 / 649 215 702  / 649 215 70"
1161,"Servicio público disponible",published,"2020-03-23 13:27:55","2020-03-25 09:52:00","2020-03-23 13:17:11",,,,,,"Banco de Alimentos de Palencia","Banco de Alimentos de la provincia de Zamora
www.facebook.com/Asociaci%C3%B3n-Banco-De-Alimentos-De-Zamora-925749940828774/?fref=ts",Alimentación,"980 535 344; 675 542 421 banco.al.zamora@gmail.com"
1162,"Servicio público disponible",published,"2020-03-23 13:29:37","2020-03-23 13:37:14","2020-03-23 13:28:18",,,,,,"Banco de Alimentos de la provincia de Salamanca","Banco de Alimentos de la provincia de Salamanca
www.bancodealimentosdesalamanca.org",Alimentación,"923 185; 974 618 62 31 32 administracion@bancodealimentosdesalamanca.org"
1164,"Servicio público disponible",published,"2020-03-23 13:32:46","2020-03-23 13:37:06","2020-03-23 13:27:42",,,,,,"Banco de Alimentos de Ciudad Real","Banco de Alimentos de la provincia de Ciudad Real.  www.bancoalimentoscr.org",Alimentación,"banco-c-real@hotmail.com   926 256 767"
1165,"Servicio público disponible",published,"2020-03-23 13:32:50","2020-03-23 13:37:02","2020-03-23 13:31:07",,,,,,"Banco de Alimentos de Segovia (San Ildefonso)","Banco de Alimentos de la provincia de Segovia
www.facebook.com/pages/Banco-de-Alimentos-de-San-Ildefonso/506978309489435?fref=ts",Alimentación,"921 433 428; 679 824 242; segoviaba@telefonica.net"
1166,"Servicio público disponible",published,"2020-03-23 13:33:02","2020-03-23 13:36:54","2020-03-23 13:26:16",,,,,,"Banco de Alimentos Campo de Gibraltar - Algeciras","Banco de Alimentos que cubre el resto de la provincia de Cádiz
www.bancodealimentosalgeciras.com",Alimentación,"995626 706 / 618 98 90 18 bancodealimentosalgeciras@hotmail.com"
1169,"Servicio público disponible",published,"2020-03-23 13:37:20","2020-03-23 13:41:21","2020-03-23 13:34:56",,,,,,"Fundación Banco de Alimentos de Almería","Banco de Alimentos de la provincia de Almería
www.bancoalimentosalmeria.org",Alimentación,"950 345 947 / 666 34 19 98 bancoalimentosalmeria@gmail.com"
1170,"Servicio público disponible",published,"2020-03-23 13:37:28","2020-03-23 13:41:17","2020-03-23 13:34:10",,,,,,"Banco de Alimentos de Toledo","Banco deAlimentos de la provincia de Toledo. www.bancodealimentosdetoledo.org",Alimentación,"balimto2@gmail.com  925 256 697 / 628 877 508"
1172,"Servicio público disponible",archived,"2020-03-23 13:37:35","2020-03-23 13:41:09","2020-03-23 13:32:40",,,,,,"Estación Costera de Investigaciones Marinas, Pontificia Universidad Católica de Chile","Educación, http://ecim.bio.puc.cl/en/",Otros,cmarboleda@uc.cl
1173,"Servicio público disponible",published,"2020-03-23 13:38:20","2020-03-23 13:40:56","2020-03-23 13:33:31",,,,,,"Banco de Alimentos de la provincia de Ávila","Banco de Alimentos de la provincia de Ávila
www.facebook.com/pages/Asociacion-Banco-de-Alimentos-de-Avila/1686996201563428",Alimentación,"920 225 847; 636 625 329; bancoalimentosavila@hotmail.com"
1174,"Servicio público disponible",published,"2020-03-23 13:39:54","2020-03-23 13:40:47","2020-03-23 13:37:58",,,,,,"Banco de Alimentos de Cuenca","Banco de Alimentos de la provincia de Cuenca.
www.bacuenca.org",Alimentación,"bancodealimentos_cuenca@hotmail.com  969 273 354 / 669 304 688"
1175,"Servicio público disponible",published,"2020-03-23 13:40:00","2020-03-23 15:34:47","2020-03-23 13:13:05",,,,,,"Banco de Alimentos de la provincia de Pontevedra",www.bancoalimentosvigo.org,Alimentación,"986 263 022 - 671131079 - info@bancoalimentosvigo.org"
1176,"Servicio público disponible",published,"2020-03-23 13:40:41","2020-03-23 13:42:39","2020-03-23 13:39:17",,,,,,"Banco de Alimentos de la provincia de Zaragoza","Banco de Alimentos de la provincia de Zaragoza
www.bancodealimentosdezaragoza.es",Alimentación,"976 737 136; administracion@bazgz.es"
1177,"Servicio público disponible",published,"2020-03-23 13:44:34","2020-03-23 14:30:14","2020-03-23 13:40:47",,,,,,"Banco de Alimentos de Guadalajara","Banco de Alimentos de la provincia de Guadalajara.   www.facebook.com/pages/Asoc-Banco-de-Alimentos-de-Guadalajara/1658000967783700?fref=ts",Alimentación,"bancodeguadalajara@hotmail.com  949 208 154 / 609 115 307"
1179,"Servicio público disponible",published,"2020-03-23 13:44:54","2020-03-23 14:33:05","2020-03-23 13:41:30",,,,,,"Banco de Alimentos de la provincia de Huesca","Banco de Alimentos de la provincia de Huesca
www.facebook.com/Bancodealimentosdehuesca/",Alimentación,"974 234 224; 683 179 050 balhuesca@hotmail.es"
1180,"Servicio público disponible",published,"2020-03-23 13:46:48","2020-03-23 14:33:43","2020-03-23 13:45:14",,,,,,"Banco de Alimentos de Albacete","Banco de Alimentos de la provincia de Albacete.  www.bancodealimentosalbacete.es",Alimentación,"info@bancodealimentosalbacete.es  967 244 752"
1181,"Servicio público disponible",published,"2020-03-23 13:46:52","2020-03-23 15:29:12","2020-03-23 13:44:42",,,,,,"Banco de Alimentos Medina Azahara","Banco de Alimentos de la provincia de Córdoba
www.bancordoba.es",Alimentación,"957 751 070 / 685 901 226 info@bancordoba.info"
1182,"Servicio público disponible",published,"2020-03-23 13:47:22","2020-03-23 14:31:58","2020-03-23 13:46:09",,,,,,"Banco de Alimentos de la provincia de Teruel","Banco de Alimentos de la provincia de Teruel
www.fundaciontervalis.es/cms/proyectos/banco-de-alimentos-de-teruel",Alimentación,"978 221 374; 650 490 340 ;bancoalimentosteruel@fundaciontervalis.es"
1184,"Servicio público disponible",published,"2020-03-23 13:49:28","2020-03-23 14:37:17","2020-03-23 13:47:24",,,,,,"Fundación Banco de Alimentos de Badajoz","Banco de Alimentos de la provincia de Badajoz.  www.bancoalimentosbadajoz.org",Alimentación,"info@bancoalimentosbadajoz.org  924 259 803 / 636 494 037"
1185,"Servicio público disponible",published,"2020-03-23 13:50:13","2020-03-23 15:53:08","2020-03-23 13:48:56",,,,,,"Banco de Alimentos de la provincia de Barcelona","Banco de Alimentos de la provincia de Barcelona
www.bancdelsaliments.org",Alimentación,"933 464 404; vicepresidencia@bancdelsaliments.org"
1186,"Servicio público disponible",published,"2020-03-23 13:50:41","2020-03-23 15:33:18","2020-03-23 13:41:58",,,,,,"Banco de Alimentos de Lugo",www.bancodealimentoslugo.org,Alimentación,"649 742 145 - amadoranunez@hotmail.com"
1187,"Servicio público disponible",archived,"2020-03-23 13:51:28","2020-03-23 16:16:18","2020-03-23 13:48:39",,,,,,"Estación Costera De Investigaciones Marinas, ECIM, Pontificia Universidad Católica de Chile","Educación. Queremos implementar esta aplicación (https://es.mapa.frenalacurva.net) en Las Cruces, El Tabo. Para ello queremos ingresar como primer punto de ubicación a la Estación Costera, donde estamos gestionando una RED DE SOLIDARIDAD para enfrentar el COVID-19. Así los comerciantes del sector se pueden ubicar rápido en el mapa y pueden comenzar a ingresar los supermercados y farmacias que harán domicilios en tiempos de Pandemia. Muchas gracias.",Otros,cmarboleda@uc.cl
1188,"Servicio público disponible",published,"2020-03-23 13:51:38","2020-03-23 14:32:36","2020-03-23 13:49:33",,,,,,"Banco de ALimentos de Huelva","Banco de Alimentos de la provincia de Huelva
www.bancodealimentosdehuelva.org",Alimentación,"959 251 028 info@bancodealimentosdehuelva.org"
1189,"Servicio público disponible",published,"2020-03-23 13:52:21","2020-03-23 14:36:14","2020-03-23 13:50:00",,,,,,"Banco de Alimentos de Cáceres","Banco de Alimentos de la provincia de Cáceres.  www.bancoalimentoscaceres.org",Alimentación,"administracion@bancalicc.com  927 233 576 / 608 895 558"
1191,"Servicio público disponible",published,"2020-03-23 13:55:19","2020-03-23 15:52:54","2020-03-23 13:52:30",,,,,,"Banco de Alimentos de la provincia de Girona","Banco de Alimentos de la provincia de Girona
www.bancdelsalimentsgirona.org/es/index/fundacio",Alimentación,"972 223 463: 627 526 928: info@bancdelsalimentsgirona.org"
