"id","title","description","fantasy","business_name","contact","phone","lat","lon","address","category","source","link","agreement","ODS"
"585","CAMIONES - Taller Mecanico","MICRO","FOTO GABY","FOTO GABY","MUJER","971805136","-23.41471","-57.44742","AV. ELIGIO AYALA C/ PJC","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"586","GOMERIAS","MICRO","TODO PLASTICO","TODO PLASTICO","MUJER","331241667","-23.406","-57.43886","CALLE CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"587","AUTOSERVICES","MICRO","VIVI NOVIAS","VIVI NOVIAS","MUJER","992514304","-23.40748","-57.43951","DON BOSCO CASI SCREIBER","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"588","FERRETERIAS","MICRO","COMERCIAL ENZO","COMERCIAL ENZO","HOMBRE","984945886","-23.406","-57.43891","CALLE PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"589","BODEGAS","MICRO","PASTELERÍA SAN ANTONIO","PASTELERÍA SAN ANTONIO","HOMBRE","973857218","-23.42191","-57.44276","BASILIO QUEVEDO CASI 14 DE MAYO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"590","HERRERIAS DE OBRA","MICRO","AJR COMERCIAL","AJR COMERCIAL","HOMBRE","973137512","-23.40605","-57.43893","CALLE CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"591","MOTOCICLETAS - Repuestos y Accesorios","MICRO","ALMACÉN ÑA IDA","ALMACÉN ÑA IDA","MUJER","0","-23.4158","-57.44718","ITURBE MANUEL GAMARRA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"592","LIBRERIAS","MICRO","GUGU COMUNICACIONES","GUGU COMUNICACIONES","HOMBRE","(0331)241112","-23.40746","-57.43957","DON BOSCO CASI SCREIBER","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"593","HELADERIAS","MICRO","MACCA Y LENNY REGALOS","MACCA Y LENNY REGALOS","MUJER","331243556","-23.40606","-57.43892","CALLE CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"594","ELECTRODOMESTICOS","MICRO","DESPENSA BLANQUI","DESPENSA BLANQUI","MUJER","0","-23.41467","-57.44804","ELIGIO AYALA C/ PJC","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"595","ASERRADEROS","MEDIANA","LIDER DISTRIBUIDORA","LIDER DISTRIBUIDORA","MUJER","331240920","-23.40584","-57.43842","CALLE CABRAL ESQUINA YTORORO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"596","ALMACENAJES - Depositos","MICRO","DOS HERMANAS","DOS HERMANAS","MUJER","0","-23.41457","-57.43714","AVENIDA HERIBERTO COLOMBINO Y JUAN BAUTISTA IBAÑEZ ROMERO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"597","MOTOCICLETAS - Repuestos y Accesorios","MICRO","MARIO MOTO REPUESTO","MARIO MOTO REPUESTO","HOMBRE","(0331)241481","-23.40755","-57.43934","DON BOSCO CASI SCREIBER","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"598","CENTROS COMERCIALES","MICRO","ALMACEN","ALMACEN","MUJER","982667102","-23.41563","-57.44861","NUESTRA SRA DE LA CONCEPCIÓN / MANUEL GAMARRA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"599","COMESTIBLES - Ver: Supermercados - Autoservices","MICRO","TODO POR 20 MIL","TODO POR 20 MIL","HOMBRE","0","-23.40748","-57.43897","CABRAL, PROF.596 CONCEPCIÓN ESQUINA DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"600","PRENDAS - Ver. Ropas","MICRO","CARNICERIA FELIX","CARNICERIA FELIX","HOMBRE","971824630","-23.40743","-57.43881","DON BOSCO CASI PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"601","CENTROS COMERCIALES","MICRO","PLANETA COMERCIAL","PLANETA COMERCIAL","HOMBRE","331243328","-23.40663","-57.43777","CALLE PADRE SARMIENTO CASI SANTOS CANILLA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"602","ROPAS - Importadas","MICRO","MOVITEL SUCURSAL 1","MOVITEL SUCURSAL 1","MUJER","331242650","-23.40668","-57.438","CALLE SARMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"603","COMESTIBLES - Distribuidoras","PEQUEÑA","COMERCIAL LA BADEÑA","COMERCIAL LA BADEÑA","HOMBRE","984961070","-23.40742","-57.43909","PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"604","COMPRA - VENTA DE ARTICULOS","MICRO","PELUQUERIA JOSEF","PELUQUERIA JOSEF","MUJER","986147550","-23.40668","-57.43805","CALLE SARMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"605","AUTOMOTORES - Repuestos y Accesorios","MICRO","SANTA TERESA","SANTA TERESA","MUJER","981757014","-23.40729","-57.43895","PROFESOR CABRAL CASI DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"606","LACTEOS - Productos","MICRO","DESPENSA ELISABETH","DESPENSA ELISABETH","MUJER","971806440","-23.42073","-57.44439","MADRE CONCEPCIONERA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"607","JOYAS - Fabricas","MICRO","FANTASIA MODAS","FANTASIA MODAS","MUJER","975358876","-23.40667","-57.43814","CALLE SARMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"608","CENTROS COMERCIALES","MICRO","ESTUDIO JURÍDICO JAVIER BENÍTEZ","ESTUDIO JURÍDICO JAVIER BENÍTEZ","ORGANIZACION","972736367","-23.42156","-57.44515","ROMUALDO IRIGOYEN","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"609","EMBUTIDOS - Distribuidores","MICRO","EVER","EVER","HOMBRE","973579464","-23.40682","-57.43888","PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"610","ROPERIAS","MICRO","AIDY NOVEDADES","AIDY NOVEDADES","MUJER","985421325","-23.41652","-57.43422","MAYOR TEÓFILO MEDINA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"611","VETERINARIAS","MICRO","ROSALI","ROSALI","MUJER","973437509","-23.40684","-57.43894","PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"612","CAMARAS DE COMERCIO","MICRO","DESPENSA DAVID","DESPENSA DAVID","MUJER","331241150","-23.41663","-57.44642","CARRERA DEL CHACO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"613","DESPENSAS","MICRO","DAVID REPUESTOS","DAVID REPUESTOS","MUJER","331246666","-23.40668","-57.43858","CALLE SARMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"614","ZAPATERIAS - Ver: Calzados","MICRO","SASA CONFECCION Y SERIGRAFIA","SASA CONFECCION Y SERIGRAFIA","MUJER","975803117","-23.40675","-57.4388","PROFESOR CABRAL ESQUINA SCREIBER","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"615","CAFE - Servicios de","MICRO","TALLER NK","TALLER NK","HOMBRE","972210409","-23.42182","-57.44502","BASILIO QUEVEDO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"616","ODONTOLOGIA - Clinicas","MICRO","MINIMERCADO SAN VICENTE","MINIMERCADO SAN VICENTE","MUJER","972522326","-23.40668","-57.4386","CALLE SAEMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"617","ELECTROMECANICAS - Materiales","MICRO","COMEDOR MARIA AUXILIADORA","COMEDOR MARIA AUXILIADORA","MUJER","971875472","-23.40676","-57.43823","PROFESOR CABRAL CASI SARMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"618","ELECTRODOMESTICOS - Distribuidoras","MICRO","DESPENSA BONANZA","DESPENSA BONANZA","MUJER","331240301","-23.41632","-57.44649","GUARDIMIRO COMPANIE","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"619","ELECTRODOMESTICOS - Repuestos","MICRO","COMPLEJO DEPORTIVO CC","COMPLEJO DEPORTIVO CC","HOMBRE","331243253","-23.41648","-57.43414","MAYOR TEÓFILO MEDINA Y MONSEÑOR ALCIDES GALEANO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"620","COMEDORES","MICRO","BODEGA","BODEGA","HOMBRE","0","-23.4158","-57.44863","SAN ANTONIO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"621","VIDRIOS - Ventas y Colocacion","MICRO","AUTO CENTRO LA HUELLA","AUTO CENTRO LA HUELLA","HOMBRE","331243603","-23.41457","-57.43579","HERIBERTO COLOMBINO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"622","ALMACENAJES - Depositos","MICRO","ALMACÉN","ALMACÉN","MUJER","982982616","-23.41567","-57.44927","NUESTRA SRA DE LA ASUNCIÓN / MANUEL GAMARRA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"623","ALMACENAJES - Depositos","MICRO","ELECTRODOMÉSTICOS SAN ANTONIO","ELECTRODOMÉSTICOS SAN ANTONIO","HOMBRE","331241976","-23.41686","-57.44617","SAN ANTONIO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"624","HERRAMIENTAS DE TALLERES","MICRO","CELULARES TANYA","CELULARES TANYA","MUJER","976503767","-23.40699","-57.4387","PROFESOR CABRAS CASI SARMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"625","PRENDAS - Ver. Ropas","MICRO","FOTO CENTER","FOTO CENTER","HOMBRE","971801802","-23.40662","-57.43876","CALLE SARMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"626","FERRETERIAS","MICRO","EL KILATE","EL KILATE","HOMBRE","(0331)240887","-23.40654","-57.43884","SARMIENTO CASI PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"627","BEBIDAS - Depositos de","MICRO","NANO REPUESTOS","NANO REPUESTOS","ORGANIZACION","331242508","-23.407","-57.43872","SARMIENTO CASI PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"628","ALMACENES GENERALES DE DEPOSITO","MICRO","POLLO DEL CORRAL","POLLO DEL CORRAL","HOMBRE","(0331)242319","-23.40694","-57.43872","SARMIENTO Y PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"629","TRAPOS DE PISO - Ventas","MICRO","DESPENSA SUSI","DESPENSA SUSI","MUJER","0","-23.41735","-57.44744","SAN ANTONIO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"630","TELAS - Ventas","MICRO","ROLANDO VERA","ROLANDO VERA","HOMBRE","986356567","-23.40701","-57.43877","PROFESOR CABRAL ENTRE DON BOSCO Y SARMIENTO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"631","CUEROS - Ventas","MICRO","CREDI MUEBLE","CREDI MUEBLE","HOMBRE","971831658","-23.40722","-57.43839","SARMIENTO CASI PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"632","ALMACENES GENERALES DE DEPOSITO","MICRO","DISTRIBUIDORA SADYS","DISTRIBUIDORA SADYS","MUJER","33124168","-23.40641","-57.43882","CALLE PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"633","ARTICULOS DE PLASTICOS","MICRO","DESPENSA ÑA ÑEKA","DESPENSA ÑA ÑEKA","HOMBRE","976392624","-23.42397","-57.43839","PROFESOR HERNAN CASI DR AGÜERO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"634","FOTOGRAFIAS","MICRO","JOYERIA ALBERTIÑO","JOYERIA ALBERTIÑO","MUJER","972914297","-23.40629","-57.43872","CALLE CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"635","BOLSAS DE PLASTICO","MICRO","NORMA PEÑA","NORMA PEÑA","MUJER","972906307","-23.40692","-57.43824","SARMIENTO CASI PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"636","PRENDAS - Ver. Ropas","MICRO","COMERCIAL SAN PEDRO","COMERCIAL SAN PEDRO","HOMBRE","971251457","-23.40717","-57.43875","PROFESOR GUILLERMO CABRAL CASI DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"637","ROPERIAS","MICRO","COMERCIAL","COMERCIAL","MUJER","974922047","-23.41739","-57.44599","ROMUALDO YRIGOYEN / TERCERA PROYECTADA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"638","REMERAS - Ventas","MICRO","NORTE PLAST","NORTE PLAST","HOMBRE","971932984","-23.40629","-57.43872","CALLE CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"639","COMIDAS PARA LLEVAR","MICRO","COMERCIAL DANIEL","COMERCIAL DANIEL","HOMBRE","971143596","-23.40728","-57.43885","GUILLERMO CABRAL CASI DIN BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"640","MUEBLES - Compra/Venta","MICRO","LITO REPUESTOS","LITO REPUESTOS","HOMBRE","331241115","-23.40612","-57.43888","CALLE CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"641","ELECTRODOMESTICOS","MICRO","SERVÍ CEL","SERVÍ CEL","HOMBRE","972452518","-23.40728","-57.43894","DON BOSCO Y DCREIBER","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"642","CELULAR - Aparatos","MICRO","OSCAR","OSCAR","HOMBRE","242702","-23.40924","-57.43661","BERNARDINO CABALLERO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"643","TIENDAS","MICRO","HOTEL CONCEPCION","HOTEL CONCEPCION","HOMBRE","0331 242506","-23.40759","-57.43856","DON BOSCO ESQUINA COLOMBIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"644","DESPENSAS","MICRO","PANADERIA Y CONFITERIA EL CONDE","PANADERIA Y CONFITERIA EL CONDE","MUJER","331241090","-23.40609","-57.43657","CALLE PIRELLI CASI YTORORO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"645","CENTROS COMERCIALES","MICRO","DESPENSA SUSANA","DESPENSA SUSANA","MUJER","972145678","-23.41828","-57.44784","ALFREDO BERNAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"646","DISTRIBUIDORAS - Empresas","MICRO","COPETIN RIOMA","COPETIN RIOMA","MUJER","984115529","-23.41996","-57.43875","JULIO CORREA CASI MONSEÑOR LACHI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"647","FARMACIAS","MICRO","COPETIN TERESA ORTIZ","COPETIN TERESA ORTIZ","MUJER","971572109","-23.41818","-57.43883","MONSEÑOR LACHI GONZALEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"648","ALMACENES GENERALES DE DEPOSITO","PEQUEÑA","CONFECCINES GLADYS","CONFECCINES GLADYS","MUJER","(0331)243674","-23.40733","-57.43826","DON BOSCO CASI PROFESOR CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"649","CENTROS COMERCIALES","MICRO","LAVANDERIA TEOTAN","LAVANDERIA TEOTAN","MUJER","976814847","-23.40811","-57.43565","CALLE UBALDO CABRERA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"650","ROPAS DE CUERO","MICRO","SAN MINGUEL","SAN MINGUEL","MUJER","971545138","-23.4075","-57.43817","DON BOSCO CASI PROFESOR GUILLERMO CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"651","MUEBLES - Compra/Venta","MICRO","BRIMI FAHSION CONCEPCIÓN","BRIMI FAHSION CONCEPCIÓN","MUJER","986370726","-23.40756","-57.43555","SARGENTO PIRELLI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"652","TIENDAS","MICRO","COPETIN IRASEMA","COPETIN IRASEMA","MUJER","991480091","-23.40766","-57.43628","CALLE DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"653","CAMARAS DE COMERCIO","MICRO","MONCHOLO","MONCHOLO","HOMBRE","982121682","-23.40686","-57.4367","PADRE SARMIENTO Y SARGUENTO PILLERI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"654","PELUQUERIAS","MICRO","TAPICERIA SERVICAP","TAPICERIA SERVICAP","HOMBRE","984965274","-23.40763","-57.43626","CALLE DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"655","BARES Y COPETINES","MICRO","OPTICA SOL","OPTICA SOL","MUJER","0","-23.4076","-57.43626","CALLE DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"656","COMPRA - VENTA DE ARTICULOS","MICRO","JOYERIA Y RELOJERIA MILY","JOYERIA Y RELOJERIA MILY","MUJER","0","-23.4076","-57.4363","CALLE DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"657","MUEBLES - Compra/Venta","MICRO","COMERCIAL ILUMI","COMERCIAL ILUMI","HOMBRE","331240162","-23.40758","-57.43625","DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"658","ROPERIAS","MICRO","ILUMI COMERCIAL","ILUMI COMERCIAL","HOMBRE","984773476","-23.40762","-57.43634","CALLE DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"659","CARNICERIAS","MICRO","DESPENSA SAMANIEDO","DESPENSA SAMANIEDO","MUJER","331240050","-23.40744","-57.43615","DIN BOSCO CASI SARGUENTO PIRELLI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"660","DISTRIBUIDORAS - Empresas","MICRO","TODO LIBROS","TODO LIBROS","HOMBRE","243498","-23.40838","-57.44384","MARISCAL ESTIGARRIBIA Y 14 DE MAYO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"661","FRUTAS - Produccion","PEQUEÑA","TCH RECEPCIONES","TCH RECEPCIONES","MUJER","331242159","-23.40763","-57.43696","CALLE DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"662","ARTICULOS DE MERCERIA","MICRO","PINDU VENTAS","PINDU VENTAS","HOMBRE","971916591","-23.40766","-57.43722","DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"663","PRODUCTOS GANADEROS - Ventas","MICRO","MARKA NOVEDADES","MARKA NOVEDADES","MUJER","98752541","-23.40761","-57.43723","DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"664","ALMACENES GENERALES DE DEPOSITO","MICRO","CENTRO ESTETICO LOURDES PIRELLI","CENTRO ESTETICO LOURDES PIRELLI","MUJER","0","-23.40752","-57.43723","CALLE DON BOSCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"665","AUTOMOTORES - Repuestos y Accesorios","MICRO","QUE MODA","QUE MODA","MUJER","971813032","-23.40764","-57.43665","DON BOSCO CASI DANIEL OTAZO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"666","ALTA COSTURA - Confecciones","MICRO","CASA LUNA","CASA LUNA","HOMBRE","0331 243242","-23.41501","-57.44612","ROMUALDO YRIGOYEN C/ AV. AYALA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
